rank,name,url,digitalVisibilityScore,speed,technical,local,visibility,ai,content
1,CJ Hole,https://www.cjhole.co.uk/,77,69,100,79,55,80,67
2,Ocean Estate Agents,https://www.oceanhome.co.uk/,69,79,63,79,60,60,67
3,Knight Frank Bristol,https://www.knightfrank.co.uk/offices/bristol-estate-agents,65,68,88,78,41,60,33
4,Andrews Property Group,https://www.andrewsonline.co.uk/,63,68,88,60,42,20,100
5,Richard Harding,https://www.richardharding.co.uk/,62,71,88,80,32,20,67
6,Hollis Morgan,https://www.hollismorgan.co.uk/,61,78,75,79,10,20,100
7,Boardwalk Property,https://www.boardwalkpropertyco.com/,60,75,67,80,45,40,33
8,Allen & Harris,https://www.allenandharris.co.uk/,59,,88,78,31,20,67
9,Maggs & Allen,https://www.maggsandallen.co.uk/,56,77,75,79,18,0,67
10,Elephant Estate Agents,https://www.elephantlovesbristol.co.uk/,55,,88,80,28,20,33
11,Chappell & Matthews,https://www.chappellandmatthews.co.uk/,54,,88,79,41,0,33
12,Leese & Nagle,https://www.leeseandnagle.co.uk/,54,69,100,67,0,0,67
13,Besley Hill,https://www.besleyhill.co.uk/,53,80,88,61,0,0,67
14,Hydes of Bristol,https://www.hydes.co.uk/,48,44,100,22,33,20,67
15,Connells Bristol,https://www.connells.co.uk/estate-agents/bristol,45,59,50,76,33,0,33
16,Goodman & Lilley,https://goodmanlilley.co.uk/,43,68,50,79,25,0,0
17,Edison Ford,https://www.edisonford.co.uk/,40,58,75,68,0,0,0
18,Saunders Estate Agents,https://www.saundersco.co.uk/,38,99,38,,0,0,33
