rank,name,url,digitalVisibilityScore,speed,technical,local,visibility,ai,content
1,Allen & Harris,https://www.allenandharris.co.uk/,92,,88,,,,100
2,Andrews Property Group,https://www.andrewsonline.co.uk/,92,,88,,,,100
3,Goodman & Lilley,https://goodmanlilley.co.uk/,89,,100,,,,67
4,Hydes of Bristol,https://www.hydes.co.uk/,89,,100,,,,67
5,Leese & Nagle,https://www.leeseandnagle.co.uk/,89,,100,,,,67
6,Hollis Morgan,https://www.hollismorgan.co.uk/,83,,75,,,,100
7,Besley Hill,https://www.besleyhill.co.uk/,81,,88,,,,67
8,Richard Harding,https://www.richardharding.co.uk/,81,,88,,,,67
9,CJ Hole,https://www.cjhole.co.uk/,78,,100,,,,33
10,Maggs & Allen,https://www.maggsandallen.co.uk/,72,,75,,,,67
11,Chappell & Matthews,https://www.chappellandmatthews.co.uk/,70,,88,,,,33
12,Elephant Estate Agents,https://www.elephantlovesbristol.co.uk/,70,,88,,,,33
13,Knight Frank Bristol,https://www.knightfrank.co.uk/offices/bristol-estate-agents,70,,88,,,,33
14,Ocean Estate Agents,https://www.oceanhome.co.uk/,64,,63,,,,67
15,Boardwalk Property,https://www.boardwalkpropertyco.com/,61,,75,,,,33
16,Edison Ford,https://www.edisonford.co.uk/,50,,75,,,,0
17,Connells Bristol,https://www.connells.co.uk/estate-agents/bristol,44,,50,,,,33
18,Saunders Estate Agents,https://www.saundersco.co.uk/,36,,38,,,,33
