rank,name,url,digitalVisibilityScore,speed,technical,local,visibility,ai,content
1,Willans,https://www.willans.co.uk/,69,,33,87,82,80,
2,BPE Solicitors,https://www.bpe.co.uk/,68,,88,74,58,20,100
3,Setfords Cheltenham,https://www.setfords.co.uk/locations/gloucestershire/solicitors-in-cheltenham/,67,89,100,,21,40,70
4,Pembridge Solicitors,https://pembridgesolicitors.co.uk/,66,59,100,80,42,40,58
5,Hine Solicitors,https://www.hinesolicitors.com/,63,84,100,73,29,0,75
6,Converse Law,https://www.converselaw.com/,56,60,63,77,37,20,79
7,Davis Gregory,https://www.cheltenhamsolicitors.co.uk/,44,67,0,98,43,0,
8,HCR Law,https://www.hcrlaw.com/,43,,33,71,4,60,
